category,part of speech,ojibwe word,definition,url
preverb,pv-lex,agaasi-,small,https://ojibwe.lib.umn.edu/main-entry/agaasi-pv-lex
noun,ni,agaasi-waawiyebii'igan,a bullseye in a shooting target,https://ojibwe.lib.umn.edu/main-entry/agaasi-waawiyebii-igan-ni
verb,vii,agaasibagad,it is a small leaf,https://ojibwe.lib.umn.edu/main-entry/agaasibagad-vii
verb,vii,agaasibagaa,there are small leaves,https://ojibwe.lib.umn.edu/main-entry/agaasibagaa-vii
verb,vti,agaasibii'an,"write it small, draw it small",https://ojibwe.lib.umn.edu/main-entry/agaasibii-an-vti
verb,vii,agaasibii'igaade,"it is written small (by someone), ""they"" write it small",https://ojibwe.lib.umn.edu/main-entry/agaasibii-igaade-vii
verb,vai,agaasibii'ige,s/he writes small,https://ojibwe.lib.umn.edu/main-entry/agaasibii-ige-vai
verb,vii,agaasiboode,"it is sawn, filed small",https://ojibwe.lib.umn.edu/main-entry/agaasiboode-vii
verb,vti2,agaasiboodoon,"saw, file it small",https://ojibwe.lib.umn.edu/main-entry/agaasiboodoon-vti2
verb,vta,agaasiboozh,"saw, file h/ small",https://ojibwe.lib.umn.edu/main-entry/agaasiboozh-vta
verb,vai,agaasiboozo,"it (animate) is sawn, filed small",https://ojibwe.lib.umn.edu/main-entry/agaasiboozo-vai
verb,vai,agaasidenigome,s/he has small nostrils,https://ojibwe.lib.umn.edu/main-entry/agaasidenigome-vai
verb,vai,agaasidiye,s/he has a small rear,https://ojibwe.lib.umn.edu/main-entry/agaasidiye-vai
verb,vai,agaasidoone,s/he has a small mouth,https://ojibwe.lib.umn.edu/main-entry/agaasidoone-vai
verb,vii,agaasigamaa,it is a small lake,https://ojibwe.lib.umn.edu/main-entry/agaasigamaa-vii
verb,vta,agaasi',make h/ small,https://ojibwe.lib.umn.edu/main-entry/agaasi-vta
verb,vai,agaasijaane,s/he has small nose,https://ojibwe.lib.umn.edu/main-entry/agaasijaane-vai
verb,vti,agaasikodan,carve it small,https://ojibwe.lib.umn.edu/main-entry/agaasikodan-vti
verb,vii,agaasikode,it is carved or whittled small,https://ojibwe.lib.umn.edu/main-entry/agaasikode-vii
verb,vta,agaasikozh,carve h/ small,https://ojibwe.lib.umn.edu/main-entry/agaasikozh-vta
verb,vai,agaasikozo,it (animate) is carved or whittled small,https://ojibwe.lib.umn.edu/main-entry/agaasikozo-vai
verb,vii,agaasiminagad,"it (something small and round; grain, berry) is small",https://ojibwe.lib.umn.edu/main-entry/agaasiminagad-vii
verb,vai,agaasiminagizi,"it (animate; something small and round, grain, berry) is small",https://ojibwe.lib.umn.edu/main-entry/agaasiminagizi-vai
verb,vii,agaasin,it is small,https://ojibwe.lib.umn.edu/main-entry/agaasin-vii
verb,vai,agaasinaagozi,"s/he, it (animate) looks small, seems small",https://ojibwe.lib.umn.edu/main-entry/agaasinaagozi-vai
verb,vii,agaasinaagwad,"it looks small, seems small",https://ojibwe.lib.umn.edu/main-entry/agaasinaagwad-vii
verb,vai,agaasininjii,"h/ hand is small, hands are small",https://ojibwe.lib.umn.edu/main-entry/agaasininjii-vai
verb,vai,agaasitawage,s/he has a small ear or small ears,https://ojibwe.lib.umn.edu/main-entry/agaasitawage-vai
verb,vai,agaasitaagozi,s/he sounds like someone small,https://ojibwe.lib.umn.edu/main-entry/agaasitaagozi-vai
verb,vii,agaasitaagwad,it sounds like something small,https://ojibwe.lib.umn.edu/main-entry/agaasitaagwad-vii
verb,vti2,agaasitoon,make it small,https://ojibwe.lib.umn.edu/main-entry/agaasitoon-vti2
verb,vai,agaasiwane,"s/he carries a small pack, packs a small load",https://ojibwe.lib.umn.edu/main-entry/agaasiwane-vai
verb,vti,agaasizhan,cut it smaller,https://ojibwe.lib.umn.edu/main-entry/agaasizhan-vti
verb,vai,agaasizide,s/he has small feet,https://ojibwe.lib.umn.edu/main-entry/agaasizide-vai
verb,vta,agaasizhwi,cut it (animate) smaller,https://ojibwe.lib.umn.edu/main-entry/agaasizhwi-vta
verb,vii,agaasiigad,it (sheet-like) is small,https://ojibwe.lib.umn.edu/main-entry/agaasiigad-vii
verb,vti,agaasiigizhan,cut it (sheet-like) smaller,https://ojibwe.lib.umn.edu/main-entry/agaasiigizhan-vti
verb,vai,agaasiigizi,it (animate; sheet-like) is small,https://ojibwe.lib.umn.edu/main-entry/agaasiigizi-vai
verb,vta,agaasiigizhwi,cut it (animate; sheet-like) smaller,https://ojibwe.lib.umn.edu/main-entry/agaasiigizhwi-vta
verb,vii,agaasiinad,"there is a small amount of, a little of, less of it (inanimate); [plural] there are few of, a little of, less of them (inanimate)",https://ojibwe.lib.umn.edu/main-entry/agaasiinad-vii
verb,vai,agaasiingwe,"s/he has a small face, has a narrow face",https://ojibwe.lib.umn.edu/main-entry/agaasiingwe-vai
verb,vii,agaasoonagad,it (a boat) is small,https://ojibwe.lib.umn.edu/main-entry/agaasoonagad-vii
verb,vai,agaasoonagizi,it (animate) is a small vehicle,https://ojibwe.lib.umn.edu/main-entry/agaasoonagizi-vai
verb,vai,agaashiinyensi,"s/he, it (animate) is very small, is tiny",https://ojibwe.lib.umn.edu/main-entry/agaashiinyensi-vai
verb,vai,agaashiinyi,s/he or it (animate) is small,https://ojibwe.lib.umn.edu/main-entry/agaashiinyi-vai
verb,vta,agaashiinyi',make h/ small,https://ojibwe.lib.umn.edu/main-entry/agaashiinyi-vta
verb,vai,agaashiinyikaazo,s/he makes h/ self small,https://ojibwe.lib.umn.edu/main-entry/agaashiinyikaazo-vai
adverb,adv-deg,agaawaa,hardly; barely,https://ojibwe.lib.umn.edu/main-entry/agaawaa-adv-deg
verb,vti,agaawaadan,"wish for, hope for, want, desire it (something difficult to get)",https://ojibwe.lib.umn.edu/main-entry/agaawaadan-vti
verb,vta,agaawaazh,"wish for, hope for, want, desire h/ or it (animate) (someone/something difficult to get)",https://ojibwe.lib.umn.edu/main-entry/agaawaazh-vta
adverb,adv-loc,agidajiw,on top of a mountain,https://ojibwe.lib.umn.edu/main-entry/agidajiw-adv-loc
adverb,adv-loc,agidakamig,on top of the ground,https://ojibwe.lib.umn.edu/main-entry/agidakamig-adv-loc
adverb,adv-loc,agidasin,on top of a rock,https://ojibwe.lib.umn.edu/main-entry/agidasin-adv-loc
adverb,adv-loc,agidaabik,"on top of something mineral (e.g., metal, glass, rock)",https://ojibwe.lib.umn.edu/main-entry/agidaabik-adv-loc
adverb,adv-loc,agidaajiwan,upstream,https://ojibwe.lib.umn.edu/main-entry/agidaajiwan-adv-loc
adverb,adv-loc,agidaaki,on top of a hill,https://ojibwe.lib.umn.edu/main-entry/agidaaki-adv-loc
verb,vai,agidaakiiwe,"s/he goes uphill, climbs up to the top",https://ojibwe.lib.umn.edu/main-entry/agidaakiiwe-vai
verb,vai,agidaakiiwebatoo,s/he runs uphill,https://ojibwe.lib.umn.edu/main-entry/agidaakiiwebatoo-vai
adverb,adv-loc,agidibiig,on top of the water,https://ojibwe.lib.umn.edu/main-entry/agidibiig-adv-loc
adverb,adv-loc,agidigamig,on top of the house,https://ojibwe.lib.umn.edu/main-entry/agidigamig-adv-loc
adverb,adv-loc,agidiskwam,on top of the ice,https://ojibwe.lib.umn.edu/main-entry/agidiskwam-adv-loc
adverb,adv-loc,agidoonag,on top of a canoe or boat,https://ojibwe.lib.umn.edu/main-entry/agidoonag-adv-loc
noun,na,agig,phlegm,https://ojibwe.lib.umn.edu/main-entry/agig-na
verb,vai,agigokaa,s/he has a cold,https://ojibwe.lib.umn.edu/main-entry/agigokaa-vai
noun,ni,agigokaawin,a cold,https://ojibwe.lib.umn.edu/main-entry/agigokaawin-ni
adverb,adv-loc,agijayi'ii,"on top, on top of",https://ojibwe.lib.umn.edu/main-entry/agijayi-ii-adv-loc
preverb,pv-lex,agiji-,"on top, on top of",https://ojibwe.lib.umn.edu/main-entry/agiji-pv-lex
verb,vta,agim,count h/,https://ojibwe.lib.umn.edu/main-entry/agim-vta
verb,vta,agindamaw,count (it) for h/; read (it) for h/,https://ojibwe.lib.umn.edu/main-entry/agindamaw-vta
verb,vai,agindamaage,s/he counts (something) for people; s/he reads (something) for people,https://ojibwe.lib.umn.edu/main-entry/agindamaage-vai
verb,vti,agindan,count it; read it,https://ojibwe.lib.umn.edu/main-entry/agindan-vti
verb,vai,agindaaso,s/he counts; s/he reads,https://ojibwe.lib.umn.edu/main-entry/agindaaso-vai
noun,ni,agindaasoowigamig,a library,https://ojibwe.lib.umn.edu/main-entry/agindaasoowigamig-ni
noun,na,aginjibagwesi,a goldfinch,https://ojibwe.lib.umn.edu/main-entry/aginjibagwesi-na
verb,vii,aginjigaade,"it is counted (by someone), ""they"" count itit is read (by someone), ""they"" read it",https://ojibwe.lib.umn.edu/main-entry/aginjigaade-vii
verb,vai,aginjigaazo,s/he or it (animate) is counted (by someone),https://ojibwe.lib.umn.edu/main-entry/aginjigaazo-vai
verb,vai,aginzo,s/he is a member; it (animate) has a cost or price,https://ojibwe.lib.umn.edu/main-entry/aginzo-vai
pronoun,pron-dem,agiw,those (animate plural),https://ojibwe.lib.umn.edu/main-entry/agiw-pron-dem
verb,vta,agobizh,bandage or plaster h/,https://ojibwe.lib.umn.edu/main-entry/agobizh-vta
verb,vai,agobizo,s/he wears a bandage or plaster,https://ojibwe.lib.umn.edu/main-entry/agobizo-vai
noun,ni,agobizon,a bandage; a poultice; a medicinal plaster,https://ojibwe.lib.umn.edu/main-entry/agobizon-ni
noun,ni,agobizonens,bandaid,https://ojibwe.lib.umn.edu/main-entry/agobizonens-ni
verb,vai,agogi,it (animate) grows attached to something,https://ojibwe.lib.umn.edu/main-entry/agogi-vai
verb,vii,agogin,it grows attached to something,https://ojibwe.lib.umn.edu/main-entry/agogin-vii
verb,vti,agogwaadan,sew it on something,https://ojibwe.lib.umn.edu/main-entry/agogwaadan-vti
verb,vii,agogwaade,it is sewn on something,https://ojibwe.lib.umn.edu/main-entry/agogwaade-vii
noun,ni,agogwaajigan,"something sewn or appliqued, trim",https://ojibwe.lib.umn.edu/main-entry/agogwaajigan-ni
verb,vai,agogwaaso,s/he sews something on,https://ojibwe.lib.umn.edu/main-entry/agogwaaso-vai
verb,vta,agogwaazh,sew it (animate) on something,https://ojibwe.lib.umn.edu/main-entry/agogwaazh-vta
verb,vai,agogwaazo,it (animate) is sewn on something,https://ojibwe.lib.umn.edu/main-entry/agogwaazo-vai
verb,vti2,agokadoon,"attach it, stick it on",https://ojibwe.lib.umn.edu/main-entry/agokadoon-vti2
verb,vta,agokazh,"attach h/, stick h/ on",https://ojibwe.lib.umn.edu/main-entry/agokazh-vta
verb,vii,agoke,"it sticks on, adheres",https://ojibwe.lib.umn.edu/main-entry/agoke-vii
verb,vai,agoke,"s/he sticks on, adheres",https://ojibwe.lib.umn.edu/main-entry/agoke-vai
verb,vta,agokiwas,glue h/; paste something on h/,https://ojibwe.lib.umn.edu/main-entry/agokiwas-vta
verb,vta,agokiwasamaw,"glue (it), paste (it) on for h/",https://ojibwe.lib.umn.edu/main-entry/agokiwasamaw-vta
verb,vti,agokiwasan,"glue it, paste it on",https://ojibwe.lib.umn.edu/main-entry/agokiwasan-vti
noun,ni,agokiwasigan,"something that makes things stick: glue, paste, adhesive tape",https://ojibwe.lib.umn.edu/main-entry/agokiwasigan-ni
noun,ni,agokiwasiganeyaab,adhesive tape,https://ojibwe.lib.umn.edu/main-entry/agokiwasiganeyaab-ni
verb,vii,agokiwasigaade,"it is glued, is pasted on (by someone)",https://ojibwe.lib.umn.edu/main-entry/agokiwasigaade-vii
verb,vai,agokiwasigaazo,"it (animate) is glued, pasted on (by someone)",https://ojibwe.lib.umn.edu/main-entry/agokiwasigaazo-vai
verb,vai,agokiwasige,"s/he glues things, paste things on",https://ojibwe.lib.umn.edu/main-entry/agokiwasige-vai
verb,vai,agokiwaso,"it (animate) is glued, pasted on (by someone)",https://ojibwe.lib.umn.edu/main-entry/agokiwaso-vai
verb,vii,agokiwate,"it is glued, is pasted on",https://ojibwe.lib.umn.edu/main-entry/agokiwate-vii
verb,vai,agomo,"s/he or it (animate) is on or in the water, floats on the water",https://ojibwe.lib.umn.edu/main-entry/agomo-vai
verb,vta,agon,hold h/ or it (animate) up against,https://ojibwe.lib.umn.edu/main-entry/agon-vta
verb,vti,agonan,hold it up against,https://ojibwe.lib.umn.edu/main-entry/agonan-vti
verb,vii,agonde,"it is in or on the water, floats, soaks",https://ojibwe.lib.umn.edu/main-entry/agonde-vii
noun,na,agongos,a chipmunk [Tamias striatus; Eutamias minimus]a  Scandinavian,https://ojibwe.lib.umn.edu/main-entry/agongos-na
noun,na,agongosens,a chipmunk,https://ojibwe.lib.umn.edu/main-entry/agongosens-na
verb,vai,agongosimo,s/he speaks a Scandinavian language,https://ojibwe.lib.umn.edu/main-entry/agongosimo-vai
noun,ni,agongosimowin,"a Scandinavian language: Norwegian, Swedish",https://ojibwe.lib.umn.edu/main-entry/agongosimowin-ni
verb,vti2,agonjidoon,"put it in the water; soak, immerse it",https://ojibwe.lib.umn.edu/main-entry/agonjidoon-vti2
verb,vii,agonjijigaade,"it is put in to soak (by someone), ""they"" put it in to soak",https://ojibwe.lib.umn.edu/main-entry/agonjijigaade-vii
verb,vai,agonjijigaazo,"s/he is put in to soak, ""they"" put it in to soak",https://ojibwe.lib.umn.edu/main-entry/agonjijigaazo-vai
verb,vta,agonjim,"immerse, soak h/",https://ojibwe.lib.umn.edu/main-entry/agonjim-vta
verb,vai,agonjin,"s/he or it (animate) is in or on the water, floats, soaks",https://ojibwe.lib.umn.edu/main-entry/agonjin-vai
noun,ni,agonjoonaagan,a net float,https://ojibwe.lib.umn.edu/main-entry/agonjoonaagan-ni
noun,ni,agosimaan,"a cucurbit (a plant of the gourd family or its fruit): cucumber, gourd, melon, pumpkin, squash, watermelon",https://ojibwe.lib.umn.edu/main-entry/agosimaan-ni
verb,vta,agozideshkaw,step on h/ foot or paw,https://ojibwe.lib.umn.edu/main-entry/agozideshkaw-vta
verb,vai,agozigwaji,s/he gets frozen to the ice,https://ojibwe.lib.umn.edu/main-entry/agozigwaji-vai
noun,ni,agoodakikwaan,a kettle hanger,https://ojibwe.lib.umn.edu/main-entry/agoodakikwaan-ni
noun,ni,agoodakikwaanaak,a kettle hanger,https://ojibwe.lib.umn.edu/main-entry/agoodakikwaanaak-ni
verb,vai,agoodakii,s/he hangs up moss (to use for diapering babies),https://ojibwe.lib.umn.edu/main-entry/agoodakii-vai
verb,vta,agoodamaw,hang (it) for h/,https://ojibwe.lib.umn.edu/main-entry/agoodamaw-vta
verb,vai,agoodasabii,s/he hangs up a net,https://ojibwe.lib.umn.edu/main-entry/agoodasabii-vai
verb,vta,agoodaw,hang (it) for h/ set a snare for h/,https://ojibwe.lib.umn.edu/main-entry/agoodaw-vta
verb,vii,agoode,"it hangs, is suspended",https://ojibwe.lib.umn.edu/main-entry/agoode-vii
noun,ni,agoodinasabaanaak,net rack pole,https://ojibwe.lib.umn.edu/main-entry/agoodinasabaanaak-ni
verb,vai,agoodinasabii,s/he hangs up the net,https://ojibwe.lib.umn.edu/main-entry/agoodinasabii-vai
verb,vai,agoodoo,"s/he hangs a snare, sets a snare",https://ojibwe.lib.umn.edu/main-entry/agoodoo-vai
verb,vti2,agoodoon,hang it,https://ojibwe.lib.umn.edu/main-entry/agoodoon-vti2
noun,ni,agoodwaagan,a snare,https://ojibwe.lib.umn.edu/main-entry/agoodwaagan-ni
noun,ni,agoodwaaganeyaab,"snare wire, snare",https://ojibwe.lib.umn.edu/main-entry/agoodwaaganeyaab-ni
noun,ni,agoojigan,"something hung: a clothesline, a Christmas present, an item for sale at a stand; something used to hang things: a hanger",https://ojibwe.lib.umn.edu/main-entry/agoojigan-ni
noun,ni,agoojiganaabik,a hanger of metal or wire: a kettle hanger,https://ojibwe.lib.umn.edu/main-entry/agoojiganaabik-ni
noun,ni,agoojiganaabikoons,a coat hanger made of wire,https://ojibwe.lib.umn.edu/main-entry/agoojiganaabikoons-ni
noun,ni,agoojiganaatig,a clothesline pole,https://ojibwe.lib.umn.edu/main-entry/agoojiganaatig-ni
noun,ni,agoojiganeyaab,a clothesline,https://ojibwe.lib.umn.edu/main-entry/agoojiganeyaab-ni
verb,vai,agoojige,"s/he hangs things, hangs laundry",https://ojibwe.lib.umn.edu/main-entry/agoojige-vai
verb,vai,agoojin,"s/he hangss/he is in the sky (e.g., a star, sun, or moon)",https://ojibwe.lib.umn.edu/main-entry/agoojin-vai
noun,ni,agoojiwanaanaak,a hanging rack for food drying,https://ojibwe.lib.umn.edu/main-entry/agoojiwanaanaak-ni
verb,vta,agoozh,hang h/,https://ojibwe.lib.umn.edu/main-entry/agoozh-vta
verb,vai,agoozi,s/he is perched up on something,https://ojibwe.lib.umn.edu/main-entry/agoozi-vai
noun,na,agoozimakakii,a tree frog,https://ojibwe.lib.umn.edu/main-entry/agoozimakakii-na
noun,na,agwadaashi,a sunfish,https://ojibwe.lib.umn.edu/main-entry/agwadaashi-na
verb,vii,agwadin,it is frozen onto something,https://ojibwe.lib.umn.edu/main-entry/agwadin-vii
verb,vta,agwa',attach it (animate) (using something); sew it (animate) on something,https://ojibwe.lib.umn.edu/main-entry/agwa-vta
verb,vta,agwa'amaw,attach (it) for h/ (using something); sew (it) on for h/,https://ojibwe.lib.umn.edu/main-entry/agwa-amaw-vta
verb,vti,agwa'an,attach it (using something); sew it on something,https://ojibwe.lib.umn.edu/main-entry/agwa-an-vti
verb,vii,agwa'igaade,it is attached (by someone); it is sewn on (by someone),https://ojibwe.lib.umn.edu/main-entry/agwa-igaade-vii
verb,vai,agwa'igaazo,it (animate) is attached (by someone); it (animate) is sewn on,https://ojibwe.lib.umn.edu/main-entry/agwa-igaazo-vai
verb,vai,agwa'ige,s/he attaches (things) (using something); s/he sews (things) on,https://ojibwe.lib.umn.edu/main-entry/agwa-ige-vai
verb,vta,agwa'wi,attach it (animate) (using something); sew it (animate) on,https://ojibwe.lib.umn.edu/main-entry/agwa-wi-vta
verb,vai,agwaji,s/he or it (animate) is frozen onto something,https://ojibwe.lib.umn.edu/main-entry/agwaji-vai
adverb,adv-loc,agwajiing,"outside, outdoors",https://ojibwe.lib.umn.edu/main-entry/agwajiing-adv-loc
adverb,adv-loc,agwajiishkwaand,just outside the door,https://ojibwe.lib.umn.edu/main-entry/agwajiishkwaand-adv-loc
verb,vai,agwamo,"s/he or it (animate) is on or in the water, floats on the water",https://ojibwe.lib.umn.edu/main-entry/agwamo-vai
verb,vai,agwanabakwebi,s/he sits taking shelter in a bark lean-to,https://ojibwe.lib.umn.edu/main-entry/agwanabakwebi-vai
verb,vta,agwana',cover h/,https://ojibwe.lib.umn.edu/main-entry/agwana-vta
verb,vta,agwana'amaw,cover (it) for h/,https://ojibwe.lib.umn.edu/main-entry/agwana-amaw-vta
verb,vti,agwana'an,cover it,https://ojibwe.lib.umn.edu/main-entry/agwana-an-vti
verb,vii,agwana'igaade,"it is covered (by someone), ""they"" cover it",https://ojibwe.lib.umn.edu/main-entry/agwana-igaade-vii
verb,vai,agwana'igaazo,"s/he is covered (by someone), ""they"" cover h/",https://ojibwe.lib.umn.edu/main-entry/agwana-igaazo-vai
verb,vai,agwana'ige,s/he covers things,https://ojibwe.lib.umn.edu/main-entry/agwana-ige-vai
verb,vii,agwanaabikaa,there is a cave or hollow under the rock ledge,https://ojibwe.lib.umn.edu/main-entry/agwanaabikaa-vii
verb,vii,agwanaate,there is shade,https://ojibwe.lib.umn.edu/main-entry/agwanaate-vii
verb,vti2,agwanaatesidoon,lay in the shade; put it in the shade,https://ojibwe.lib.umn.edu/main-entry/agwanaatesidoon-vti2
verb,vii,agwanaatesin,"it is in, lies in the shade",https://ojibwe.lib.umn.edu/main-entry/agwanaatesin-vii
verb,vta,agwanem,"put h/ in in the mouth, hold h/ in the mouth",https://ojibwe.lib.umn.edu/main-entry/agwanem-vta
verb,vti,agwanendan,"put it in the mouth, hold it in the mouth",https://ojibwe.lib.umn.edu/main-entry/agwanendan-vti
verb,vai,agwanenjige,s/he puts things in h/ (own) mouth; s/he holds things in h/ mouth; s/he chews tobacco,https://ojibwe.lib.umn.edu/main-entry/agwanenjige-vai
noun,ni,agwanigaan,a camping lean-to,https://ojibwe.lib.umn.edu/main-entry/agwanigaan-ni
verb,vai,agwanii,cover up with it,https://ojibwe.lib.umn.edu/main-entry/agwanii-vai
verb,vti2,agwanjidoon,"put it in the water; soak, immerse it",https://ojibwe.lib.umn.edu/main-entry/agwanjidoon-vti2
noun,ni,agwanji'onaagan,a net float,https://ojibwe.lib.umn.edu/main-entry/agwanji-onaagan-ni
verb,vta,agwanjim,"put h/ in the water; immerse, soak h/",https://ojibwe.lib.umn.edu/main-entry/agwanjim-vta
verb,vai,agwanjin,"s/he or it (animate) is in or on the water, floats, soaks",https://ojibwe.lib.umn.edu/main-entry/agwanjin-vai
noun,ni,agwanogaan,"a canopy, an arbor, an open-sided shed",https://ojibwe.lib.umn.edu/main-entry/agwanogaan-ni
verb,vai,agwanoge,s/he covers a lodge,https://ojibwe.lib.umn.edu/main-entry/agwanoge-vai
verb,vii,agwapide,it is attached by being tied on,https://ojibwe.lib.umn.edu/main-entry/agwapide-vii
verb,vti2,agwapidoon,attach it by tying on,https://ojibwe.lib.umn.edu/main-entry/agwapidoon-vti2
verb,vii,agwapijigaade,"it is attached by being tied on (by someone), ""they"" attach it by tying",https://ojibwe.lib.umn.edu/main-entry/agwapijigaade-vii
verb,vai,agwapijigaazo,"s/he is attached by being tied on (by someone), ""they"" attach h/ by tying",https://ojibwe.lib.umn.edu/main-entry/agwapijigaazo-vai
