ojibwe word,part of speech,url,definition
agaasenim,vta,https://ojibwe.lib.umn.edu/main-entry/agaasenim-vta,think little of h/; think h/ insignificant
agaasi-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/agaasi-pv-lex,small
agaasi-waawiyebii'igan,ni,https://ojibwe.lib.umn.edu/main-entry/agaasi-waawiyebii-igan-ni,a bullseye in a shooting target
agaasibagad,vii,https://ojibwe.lib.umn.edu/main-entry/agaasibagad-vii,it is a small leaf
agaasibagaa,vii,https://ojibwe.lib.umn.edu/main-entry/agaasibagaa-vii,there are small leaves
agaasibii'an,vti,https://ojibwe.lib.umn.edu/main-entry/agaasibii-an-vti,"write it small, draw it small"
agaasibii'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/agaasibii-igaade-vii,"it is written small (by someone), ""they"" write it small"
agaasibii'ige,vai,https://ojibwe.lib.umn.edu/main-entry/agaasibii-ige-vai,s/he writes small
agaasiboode,vii,https://ojibwe.lib.umn.edu/main-entry/agaasiboode-vii,"it is sawn, filed small"
agaasiboodoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agaasiboodoon-vti2,"saw, file it small"
agaasiboozh,vta,https://ojibwe.lib.umn.edu/main-entry/agaasiboozh-vta,"saw, file h/ small"
agaasiboozo,vai,https://ojibwe.lib.umn.edu/main-entry/agaasiboozo-vai,"it (animate) is sawn, filed small"
agaasidenigome,vai,https://ojibwe.lib.umn.edu/main-entry/agaasidenigome-vai,s/he has small nostrils
agaasidiye,vai,https://ojibwe.lib.umn.edu/main-entry/agaasidiye-vai,s/he has a small rear
agaasidoone,vai,https://ojibwe.lib.umn.edu/main-entry/agaasidoone-vai,s/he has a small mouth
agaasigamaa,vii,https://ojibwe.lib.umn.edu/main-entry/agaasigamaa-vii,it is a small lake
agaasi',vta,https://ojibwe.lib.umn.edu/main-entry/agaasi-vta,make h/ small
agaasijaane,vai,https://ojibwe.lib.umn.edu/main-entry/agaasijaane-vai,s/he has small nose
agaasikodan,vti,https://ojibwe.lib.umn.edu/main-entry/agaasikodan-vti,carve it small
agaasikode,vii,https://ojibwe.lib.umn.edu/main-entry/agaasikode-vii,it is carved or whittled small
agaasikozh,vta,https://ojibwe.lib.umn.edu/main-entry/agaasikozh-vta,carve h/ small
agaasikozo,vai,https://ojibwe.lib.umn.edu/main-entry/agaasikozo-vai,it (animate) is carved or whittled small
agaasiminagad,vii,https://ojibwe.lib.umn.edu/main-entry/agaasiminagad-vii,"it (something small and round; grain, berry) is small"
agaasiminagizi,vai,https://ojibwe.lib.umn.edu/main-entry/agaasiminagizi-vai,"it (animate; something small and round, grain, berry) is small"
agaasin,vii,https://ojibwe.lib.umn.edu/main-entry/agaasin-vii,it is small
agaasinaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/agaasinaagozi-vai,"s/he, it (animate) looks small, seems small"
agaasinaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/agaasinaagwad-vii,"it looks small, seems small"
agaasininjii,vai,https://ojibwe.lib.umn.edu/main-entry/agaasininjii-vai,"h/ hand is small, hands are small"
agaasitawage,vai,https://ojibwe.lib.umn.edu/main-entry/agaasitawage-vai,s/he has a small ear or small ears
agaasitaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/agaasitaagozi-vai,s/he sounds like someone small
agaasitaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/agaasitaagwad-vii,it sounds like something small
agaasitoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agaasitoon-vti2,make it small
agaasiwane,vai,https://ojibwe.lib.umn.edu/main-entry/agaasiwane-vai,"s/he carries a small pack, packs a small load"
agaasizhan,vti,https://ojibwe.lib.umn.edu/main-entry/agaasizhan-vti,cut it smaller
agaasizide,vai,https://ojibwe.lib.umn.edu/main-entry/agaasizide-vai,s/he has small feet
agaasizhwi,vta,https://ojibwe.lib.umn.edu/main-entry/agaasizhwi-vta,cut it (animate) smaller
agaasiigad,vii,https://ojibwe.lib.umn.edu/main-entry/agaasiigad-vii,it (sheet-like) is small
agaasiigizhan,vti,https://ojibwe.lib.umn.edu/main-entry/agaasiigizhan-vti,cut it (sheet-like) smaller
agaasiigizi,vai,https://ojibwe.lib.umn.edu/main-entry/agaasiigizi-vai,it (animate; sheet-like) is small
agaasiigizhwi,vta,https://ojibwe.lib.umn.edu/main-entry/agaasiigizhwi-vta,cut it (animate; sheet-like) smaller
agaasiinad,vii,https://ojibwe.lib.umn.edu/main-entry/agaasiinad-vii,"there is a small amount of, a little of, less of it (inanimate); [plural] there are few of, a little of, less of them (inanimate)"
agaasiingwe,vai,https://ojibwe.lib.umn.edu/main-entry/agaasiingwe-vai,"s/he has a small face, has a narrow face"
agaasiino,vai,https://ojibwe.lib.umn.edu/main-entry/agaasiino-vai,skip
agaasoonagad,vii,https://ojibwe.lib.umn.edu/main-entry/agaasoonagad-vii,it (a boat) is small
agaasoonagizi,vai,https://ojibwe.lib.umn.edu/main-entry/agaasoonagizi-vai,it (animate) is a small vehicle
agaashiinyensi,vai,https://ojibwe.lib.umn.edu/main-entry/agaashiinyensi-vai,"s/he, it (animate) is very small, is tiny"
agaashiinyi,vai,https://ojibwe.lib.umn.edu/main-entry/agaashiinyi-vai,s/he or it (animate) is small
agaashiinyi',vta,https://ojibwe.lib.umn.edu/main-entry/agaashiinyi-vta,make h/ small
agaashiinyikaazo,vai,https://ojibwe.lib.umn.edu/main-entry/agaashiinyikaazo-vai,s/he makes h/ self small
agaawaa,adv-deg,https://ojibwe.lib.umn.edu/main-entry/agaawaa-adv-deg,hardly; barely
agaawaa go,adv-man,https://ojibwe.lib.umn.edu/main-entry/agaawaa go-adv-man,skip
agaawaadan,vti,https://ojibwe.lib.umn.edu/main-entry/agaawaadan-vti,"wish for, hope for, want, desire it (something difficult to get)"
agaawaadendam,,https://ojibwe.lib.umn.edu/main-entry/agaawaadendam-,skip
agaawaazh,vta,https://ojibwe.lib.umn.edu/main-entry/agaawaazh-vta,"wish for, hope for, want, desire h/ or it (animate) (someone/something difficult to get)"
agidajiw,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidajiw-adv-loc,on top of a mountain
agidakamig,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidakamig-adv-loc,on top of the ground
agidasin,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidasin-adv-loc,on top of a rock
agidaabik,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidaabik-adv-loc,"on top of something mineral (e.g., metal, glass, rock)"
agidaajiwan,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidaajiwan-adv-loc,upstream
agidaaki,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidaaki-adv-loc,on top of a hill
agidaakiiwe,vai,https://ojibwe.lib.umn.edu/main-entry/agidaakiiwe-vai,"s/he goes uphill, climbs up to the top"
agidaakiiwebatoo,vai,https://ojibwe.lib.umn.edu/main-entry/agidaakiiwebatoo-vai,s/he runs uphill
agidibiig,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidibiig-adv-loc,on top of the water
agidigamig,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidigamig-adv-loc,on top of the house
agidiskwam,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidiskwam-adv-loc,on top of the ice
agidoonag,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agidoonag-adv-loc,on top of a canoe or boat
agig,na,https://ojibwe.lib.umn.edu/main-entry/agig-na,phlegm
agigokaa,vai,https://ojibwe.lib.umn.edu/main-entry/agigokaa-vai,s/he has a cold
agigokaawin,ni,https://ojibwe.lib.umn.edu/main-entry/agigokaawin-ni,a cold
agijayi'ii,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agijayi-ii-adv-loc,"on top, on top of"
agiji-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/agiji-pv-lex,"on top, on top of"
agim,vta,https://ojibwe.lib.umn.edu/main-entry/agim-vta,count h/
agindamaw,vta,https://ojibwe.lib.umn.edu/main-entry/agindamaw-vta,count (it) for h/; read (it) for h/
agindamaage,vai,https://ojibwe.lib.umn.edu/main-entry/agindamaage-vai,s/he counts (something) for people; s/he reads (something) for people
agindan,vti,https://ojibwe.lib.umn.edu/main-entry/agindan-vti,count it; read it
agindaaso,vai,https://ojibwe.lib.umn.edu/main-entry/agindaaso-vai,s/he counts; s/he reads
agindaasoowigamig,ni,https://ojibwe.lib.umn.edu/main-entry/agindaasoowigamig-ni,a library
aginde,vii,https://ojibwe.lib.umn.edu/main-entry/aginde-vii,skip
aginjibagwesi,na,https://ojibwe.lib.umn.edu/main-entry/aginjibagwesi-na,a goldfinch
aginjigaade,vii,https://ojibwe.lib.umn.edu/main-entry/aginjigaade-vii,"it is counted (by someone), ""they"" count itit is read (by someone), ""they"" read it"
aginjigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/aginjigaazo-vai,s/he or it (animate) is counted (by someone)
aginzo,vai,https://ojibwe.lib.umn.edu/main-entry/aginzo-vai,s/he is a member; it (animate) has a cost or price
agiw,pron-dem,https://ojibwe.lib.umn.edu/main-entry/agiw-pron-dem,those (animate plural)
agobizh,vta,https://ojibwe.lib.umn.edu/main-entry/agobizh-vta,bandage or plaster h/
agobizo,vai,https://ojibwe.lib.umn.edu/main-entry/agobizo-vai,s/he wears a bandage or plaster
agobizon,ni,https://ojibwe.lib.umn.edu/main-entry/agobizon-ni,a bandage; a poultice; a medicinal plaster
agobizonens,ni,https://ojibwe.lib.umn.edu/main-entry/agobizonens-ni,bandaid
agogi,vai,https://ojibwe.lib.umn.edu/main-entry/agogi-vai,it (animate) grows attached to something
agogin,vii,https://ojibwe.lib.umn.edu/main-entry/agogin-vii,it grows attached to something
agogwaadan,vti,https://ojibwe.lib.umn.edu/main-entry/agogwaadan-vti,sew it on something
agogwaade,vii,https://ojibwe.lib.umn.edu/main-entry/agogwaade-vii,it is sewn on something
agogwaajigan,ni,https://ojibwe.lib.umn.edu/main-entry/agogwaajigan-ni,"something sewn or appliqued, trim"
agogwaaso,vai,https://ojibwe.lib.umn.edu/main-entry/agogwaaso-vai,s/he sews something on
agogwaazh,vta,https://ojibwe.lib.umn.edu/main-entry/agogwaazh-vta,sew it (animate) on something
agogwaazo,vai,https://ojibwe.lib.umn.edu/main-entry/agogwaazo-vai,it (animate) is sewn on something
agokadoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agokadoon-vti2,"attach it, stick it on"
agokazh,vta,https://ojibwe.lib.umn.edu/main-entry/agokazh-vta,"attach h/, stick h/ on"
agoke,vii,https://ojibwe.lib.umn.edu/main-entry/agoke-vii,"it sticks on, adheres"
agoke,vai,https://ojibwe.lib.umn.edu/main-entry/agoke-vai,"s/he sticks on, adheres"
agokiwas,vta,https://ojibwe.lib.umn.edu/main-entry/agokiwas-vta,glue h/; paste something on h/
agokiwasamaw,vta,https://ojibwe.lib.umn.edu/main-entry/agokiwasamaw-vta,"glue (it), paste (it) on for h/"
agokiwasan,vti,https://ojibwe.lib.umn.edu/main-entry/agokiwasan-vti,"glue it, paste it on"
agokiwasigan,ni,https://ojibwe.lib.umn.edu/main-entry/agokiwasigan-ni,"something that makes things stick: glue, paste, adhesive tape"
agokiwasiganeyaab,ni,https://ojibwe.lib.umn.edu/main-entry/agokiwasiganeyaab-ni,adhesive tape
agokiwasigaade,vii,https://ojibwe.lib.umn.edu/main-entry/agokiwasigaade-vii,"it is glued, is pasted on (by someone)"
agokiwasigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/agokiwasigaazo-vai,"it (animate) is glued, pasted on (by someone)"
agokiwasige,vai,https://ojibwe.lib.umn.edu/main-entry/agokiwasige-vai,"s/he glues things, paste things on"
agokiwaso,vai,https://ojibwe.lib.umn.edu/main-entry/agokiwaso-vai,"it (animate) is glued, pasted on (by someone)"
agokiwaswi,vta,https://ojibwe.lib.umn.edu/main-entry/agokiwaswi-vta,skip
agokiwate,vii,https://ojibwe.lib.umn.edu/main-entry/agokiwate-vii,"it is glued, is pasted on"
agomo,vai,https://ojibwe.lib.umn.edu/main-entry/agomo-vai,"s/he or it (animate) is on or in the water, floats on the water"
agon,vta,https://ojibwe.lib.umn.edu/main-entry/agon-vta,hold h/ or it (animate) up against
agonan,vti,https://ojibwe.lib.umn.edu/main-entry/agonan-vti,hold it up against
agonde,vii,https://ojibwe.lib.umn.edu/main-entry/agonde-vii,"it is in or on the water, floats, soaks"
agongos,na,https://ojibwe.lib.umn.edu/main-entry/agongos-na,a chipmunk [Tamias striatus; Eutamias minimus]a  Scandinavian
agongosens,na,https://ojibwe.lib.umn.edu/main-entry/agongosens-na,a chipmunk
agongosimo,vai,https://ojibwe.lib.umn.edu/main-entry/agongosimo-vai,s/he speaks a Scandinavian language
agongosimowin,ni,https://ojibwe.lib.umn.edu/main-entry/agongosimowin-ni,"a Scandinavian language: Norwegian, Swedish"
agonjidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agonjidoon-vti2,"put it in the water; soak, immerse it"
agonjijigaade,vii,https://ojibwe.lib.umn.edu/main-entry/agonjijigaade-vii,"it is put in to soak (by someone), ""they"" put it in to soak"
agonjijigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/agonjijigaazo-vai,"s/he is put in to soak, ""they"" put it in to soak"
agonjim,vta,https://ojibwe.lib.umn.edu/main-entry/agonjim-vta,"immerse, soak h/"
agonjin,vai,https://ojibwe.lib.umn.edu/main-entry/agonjin-vai,"s/he or it (animate) is in or on the water, floats, soaks"
agonjoonaagan,ni,https://ojibwe.lib.umn.edu/main-entry/agonjoonaagan-ni,a net float
agosimaan,ni,https://ojibwe.lib.umn.edu/main-entry/agosimaan-ni,"a cucurbit (a plant of the gourd family or its fruit): cucumber, gourd, melon, pumpkin, squash, watermelon"
agozideshkaw,vta,https://ojibwe.lib.umn.edu/main-entry/agozideshkaw-vta,step on h/ foot or paw
agozigwaji,vai,https://ojibwe.lib.umn.edu/main-entry/agozigwaji-vai,s/he gets frozen to the ice
agoodakikwaan,ni,https://ojibwe.lib.umn.edu/main-entry/agoodakikwaan-ni,a kettle hanger
agoodakikwaanaak,ni,https://ojibwe.lib.umn.edu/main-entry/agoodakikwaanaak-ni,a kettle hanger
agoodakii,vai,https://ojibwe.lib.umn.edu/main-entry/agoodakii-vai,s/he hangs up moss (to use for diapering babies)
agoodamaw,vta,https://ojibwe.lib.umn.edu/main-entry/agoodamaw-vta,hang (it) for h/
agoodasabii,vai,https://ojibwe.lib.umn.edu/main-entry/agoodasabii-vai,s/he hangs up a net
agoodaw,vta,https://ojibwe.lib.umn.edu/main-entry/agoodaw-vta,hang (it) for h/ set a snare for h/
agoode,vii,https://ojibwe.lib.umn.edu/main-entry/agoode-vii,"it hangs, is suspended"
agoodinasabaanaak,ni,https://ojibwe.lib.umn.edu/main-entry/agoodinasabaanaak-ni,net rack pole
agoodinasabii,vai,https://ojibwe.lib.umn.edu/main-entry/agoodinasabii-vai,s/he hangs up the net
agoodoo,vai,https://ojibwe.lib.umn.edu/main-entry/agoodoo-vai,"s/he hangs a snare, sets a snare"
agoodoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agoodoon-vti2,hang it
agoodwaagan,ni,https://ojibwe.lib.umn.edu/main-entry/agoodwaagan-ni,a snare
agoodwaaganeyaab,ni,https://ojibwe.lib.umn.edu/main-entry/agoodwaaganeyaab-ni,"snare wire, snare"
agoojigan,ni,https://ojibwe.lib.umn.edu/main-entry/agoojigan-ni,"something hung: a clothesline, a Christmas present, an item for sale at a stand; something used to hang things: a hanger"
agoojiganaabik,ni,https://ojibwe.lib.umn.edu/main-entry/agoojiganaabik-ni,a hanger of metal or wire: a kettle hanger
agoojiganaabikoons,ni,https://ojibwe.lib.umn.edu/main-entry/agoojiganaabikoons-ni,a coat hanger made of wire
agoojiganaatig,ni,https://ojibwe.lib.umn.edu/main-entry/agoojiganaatig-ni,a clothesline pole
agoojiganeyaab,ni,https://ojibwe.lib.umn.edu/main-entry/agoojiganeyaab-ni,a clothesline
agoojige,vai,https://ojibwe.lib.umn.edu/main-entry/agoojige-vai,"s/he hangs things, hangs laundry"
agoojigewataason,ni,https://ojibwe.lib.umn.edu/main-entry/agoojigewataason-ni,skip
agoojin,vai,https://ojibwe.lib.umn.edu/main-entry/agoojin-vai,"s/he hangss/he is in the sky (e.g., a star, sun, or moon)"
agoojiwanaanaak,ni,https://ojibwe.lib.umn.edu/main-entry/agoojiwanaanaak-ni,a hanging rack for food drying
agoozh,vta,https://ojibwe.lib.umn.edu/main-entry/agoozh-vta,hang h/
agoozi,vai,https://ojibwe.lib.umn.edu/main-entry/agoozi-vai,s/he is perched up on something
agoozimakakii,na,https://ojibwe.lib.umn.edu/main-entry/agoozimakakii-na,a tree frog
agwadaashi,na,https://ojibwe.lib.umn.edu/main-entry/agwadaashi-na,a sunfish
agwadin,vii,https://ojibwe.lib.umn.edu/main-entry/agwadin-vii,it is frozen onto something
agwa',vta,https://ojibwe.lib.umn.edu/main-entry/agwa-vta,attach it (animate) (using something); sew it (animate) on something
agwa'amaw,vta,https://ojibwe.lib.umn.edu/main-entry/agwa-amaw-vta,attach (it) for h/ (using something); sew (it) on for h/
agwa'an,vti,https://ojibwe.lib.umn.edu/main-entry/agwa-an-vti,attach it (using something); sew it on something
agwa'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/agwa-igaade-vii,it is attached (by someone); it is sewn on (by someone)
agwa'igaazo,vai,https://ojibwe.lib.umn.edu/main-entry/agwa-igaazo-vai,it (animate) is attached (by someone); it (animate) is sewn on
agwa'ige,vai,https://ojibwe.lib.umn.edu/main-entry/agwa-ige-vai,s/he attaches (things) (using something); s/he sews (things) on
agwa'wi,vta,https://ojibwe.lib.umn.edu/main-entry/agwa-wi-vta,attach it (animate) (using something); sew it (animate) on
agwaji,vai,https://ojibwe.lib.umn.edu/main-entry/agwaji-vai,s/he or it (animate) is frozen onto something
agwajiing,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agwajiing-adv-loc,"outside, outdoors"
agwajiishkwaand,adv-loc,https://ojibwe.lib.umn.edu/main-entry/agwajiishkwaand-adv-loc,just outside the door
agwamo,vai,https://ojibwe.lib.umn.edu/main-entry/agwamo-vai,"s/he or it (animate) is on or in the water, floats on the water"
agwanabakwebi,vai,https://ojibwe.lib.umn.edu/main-entry/agwanabakwebi-vai,s/he sits taking shelter in a bark lean-to
agwana',vta,https://ojibwe.lib.umn.edu/main-entry/agwana-vta,cover h/
agwana'amaw,vta,https://ojibwe.lib.umn.edu/main-entry/agwana-amaw-vta,cover (it) for h/
agwana'an,vti,https://ojibwe.lib.umn.edu/main-entry/agwana-an-vti,cover it
agwana'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/agwana-igaade-vii,"it is covered (by someone), ""they"" cover it"
agwana'igaazo,vai,https://ojibwe.lib.umn.edu/main-entry/agwana-igaazo-vai,"s/he is covered (by someone), ""they"" cover h/"
agwana'ige,vai,https://ojibwe.lib.umn.edu/main-entry/agwana-ige-vai,s/he covers things
agwana'wi,vta,https://ojibwe.lib.umn.edu/main-entry/agwana-wi-vta,
agwanaabikaa,vii,https://ojibwe.lib.umn.edu/main-entry/agwanaabikaa-vii,there is a cave or hollow under the rock ledge
agwanaaboweshim,,https://ojibwe.lib.umn.edu/main-entry/agwanaaboweshim-,skip
agwanaate,vii,https://ojibwe.lib.umn.edu/main-entry/agwanaate-vii,there is shade
agwanaatesidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agwanaatesidoon-vti2,lay in the shade; put it in the shade
agwanaatesin,vii,https://ojibwe.lib.umn.edu/main-entry/agwanaatesin-vii,"it is in, lies in the shade"
agwanem,vta,https://ojibwe.lib.umn.edu/main-entry/agwanem-vta,"put h/ in in the mouth, hold h/ in the mouth"
agwanendan,vti,https://ojibwe.lib.umn.edu/main-entry/agwanendan-vti,"put it in the mouth, hold it in the mouth"
agwanenjige,vai,https://ojibwe.lib.umn.edu/main-entry/agwanenjige-vai,s/he puts things in h/ (own) mouth; s/he holds things in h/ mouth; s/he chews tobacco
agwanigaan,ni,https://ojibwe.lib.umn.edu/main-entry/agwanigaan-ni,a camping lean-to
agwanii,vai,https://ojibwe.lib.umn.edu/main-entry/agwanii-vai,cover up with it
agwaniin,vai-o,https://ojibwe.lib.umn.edu/main-entry/agwaniin-vai-o,skip
agwanjidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agwanjidoon-vti2,"put it in the water; soak, immerse it"
agwanji'onaagan,ni,https://ojibwe.lib.umn.edu/main-entry/agwanji-onaagan-ni,a net float
agwanjim,vta,https://ojibwe.lib.umn.edu/main-entry/agwanjim-vta,"put h/ in the water; immerse, soak h/"
agwanjin,vai,https://ojibwe.lib.umn.edu/main-entry/agwanjin-vai,"s/he or it (animate) is in or on the water, floats, soaks"
agwanogaan,ni,https://ojibwe.lib.umn.edu/main-entry/agwanogaan-ni,"a canopy, an arbor, an open-sided shed"
agwanoge,vai,https://ojibwe.lib.umn.edu/main-entry/agwanoge-vai,s/he covers a lodge
agwapide,vii,https://ojibwe.lib.umn.edu/main-entry/agwapide-vii,it is attached by being tied on
agwapidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/agwapidoon-vti2,attach it by tying on
agwapijigaade,vii,https://ojibwe.lib.umn.edu/main-entry/agwapijigaade-vii,"it is attached by being tied on (by someone), ""they"" attach it by tying"
agwapijigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/agwapijigaazo-vai,"s/he is attached by being tied on (by someone), ""they"" attach h/ by tying"
agwapizh,vta,https://ojibwe.lib.umn.edu/main-entry/agwapizh-vta,"attach h/ by tying on, tie it on"
agwapizo,vai,https://ojibwe.lib.umn.edu/main-entry/agwapizo-vai,s/he is attached by being tied on
agwazhaan,ni,https://ojibwe.lib.umn.edu/main-entry/agwazhaan-ni,a blanket
agwazhaan,na,https://ojibwe.lib.umn.edu/main-entry/agwazhaan-na,a shawl
